;name;salary_from;salary_to;currency;experience;schedule;schedule;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
549;Программист (С++ & Python);;;;От 3 до 6 лет;Полный день;Полный день;Python;C++;;;;;;;;;;;;;;;;;;;;;;;;;;;;
551;Python Team Lead;;;;От 3 до 6 лет;Полный день;Полный день;Python;Teamleading;;;;;;;;;;;;;;;;;;;;;;;;;;;;
553;Python developer (Django);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Django Framework;PostgreSQL;Git;Celery;;;;;;;;;;;;;;;;;;;;;;;;;
556;Python developer (Middle);300000.0;360000.0;RUR;От 3 до 6 лет;Полный день;Полный день;Git;Python;Redis;Django Framework;asyncio;RabbitMQ;Kafka;Высоконагруженные системы;PostgreSQL;;;;;;;;;;;;;;;;;;;;;
558;Python разработчик;;;;От 3 до 6 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
563;Python (опыт с Rust) разработчик (PT Sandbox);;;;От 3 до 6 лет;Полный день;Полный день;Docker;Python;Linux;RabbitMQ;Kubernetes;UNIX-like системы;;;;;;;;;;;;;;;;;;;;;;;;
564;Senior Python Developer (remote);230000.0;;RUR;От 3 до 6 лет;Полный день;Полный день;Python;Django Framework;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;Python разработчик (Проект Персональные данные);;;;От 3 до 6 лет;Полный день;Полный день;PostgreSQL;MySQL;FastAPI;Python;;;;;;;;;;;;;;;;;;;;;;;;;;
568;Full Stack разработчик (Python и Django);;;;От 3 до 6 лет;Полный день;Полный день;Git;Django Framework;Python;JavaScript;PostgreSQL;;;;;;;;;;;;;;;;;;;;;;;;;
569;Инженер данных в команду беспилотных автомобилей;;;;От 3 до 6 лет;Полный день;Полный день;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
570;Middle Python-разработчик;;;;От 3 до 6 лет;Полный день;Полный день;Python;SQL;Django Framework;Kafka;Pytest;;;;;;;;;;;;;;;;;;;;;;;;;
572;ML-Engineer (middle-senior);;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;PyTorch;SQL;;;;;;;;;;;;;;;;;;;;;;;;;;
578;Middle Python developer;;;;От 3 до 6 лет;Полный день;Полный день;Python;Django;Django Framework;ООП;PostgreSQL;MongoDB;;;;;;;;;;;;;;;;;;;;;;;;
579;Разработчик Python;;;;От 3 до 6 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
581;Middle / Senior Python/Go developer;80000.0;200000.0;RUR;От 3 до 6 лет;Гибкий график;Гибкий график;Python;Django Framework;Flask Framework;Git;ООП;;;;;;;;;;;;;;;;;;;;;;;;;
582;TeamLead (Python, JS);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
588;Разработчик Python;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Flask;FastApi;PostgreSQL;Tornado;;;;;;;;;;;;;;;;;;;;;;;;;
589;Математик-программист;100000.0;;RUR;От 3 до 6 лет;Полный день;Полный день;Python;MATLAB;C++;Git;Google Test Framework;Doxygen;CLion;JetBrains Space;Git с применением GitFlow;Matplotlib;sympy;C++ 17;STL;Boost;CMake;Ubuntu 18;;;;;;;;;;;;;;
590;Data scientist;150000.0;200000.0;RUR;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;PyTorch;Machine Learning;Spark;SQL;;;;;;;;;;;;;;;;;;;;;;;;;
591;Разработчик бэкенда в команду видеоперевода;;;;От 3 до 6 лет;Полный день;Полный день;Python;DevOps;C++;CUDA;Алгоритмы и структуры данных;Архитектура;;;;;;;;;;;;;;;;;;;;;;;;
593;Python-разработчик в «Госуслуги.Культура»;;270000.0;RUR;От 3 до 6 лет;Полный день;Полный день;Linux;Python;PostgreSQL;Разработка ПО;Удаленная работа;Confluence;ООП;Работа в команде;;;;;;;;;;;;;;;;;;;;;;
595;Middle Python Developer;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;PostgreSQL;Django;SQL;Python;FastAPI;Git;;;;;;;;;;;;;;;;;;;;;;;;
603;Python Developer;;;;От 3 до 6 лет;Гибкий график;Гибкий график;Python;JavaScript;Django Framework;Git;Английский язык;;;;;;;;;;;;;;;;;;;;;;;;;
604;Data engineer;;;;От 3 до 6 лет;Полный день;Полный день;Git;Python;PostgreSQL;СУБД;ClickHouse;GreenPlum;Airflow;RabbitMQ;Docker;SQL;;;;;;;;;;;;;;;;;;;;
605;Python Developer (Django);;;;От 3 до 6 лет;Полный день;Полный день;Git;Python;PostgreSQL;Docker;Django Framework;;;;;;;;;;;;;;;;;;;;;;;;;
608;Python разработчик;;;;От 3 до 6 лет;Полный день;Полный день;Git;Python;JavaScript;Django Framework;PostgreSQL;Django;RabbitMQ;IoT;Atlassian Jira;Nginx;;;;;;;;;;;;;;;;;;;;
611;Lead Python developer (fintech);;9000.0;USD;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;SQLAlchemy;PostgreSQL;Flask;Redis;Celery;;;;;;;;;;;;;;;;;;;;;;;;
613;Python разработчик (backend);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Alembic Docker;PostgreSQL;Redis;MongoDB;Typing;SqlAlchemy;FastAPI;Python 3;Асинхронное взаимодействие;;;;;;;;;;;;;;;;;;;;;
615;Data Scientist ML/DL;;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;Pandas;Деловая переписка;Numpy;DL;ML;;;;;;;;;;;;;;;;;;;;;;;
620;Python Engineer (remote)/Middle, Senior;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Blockchain;Аналитические способности;Работа в условиях многозадачности;Внимательность к деталям, способность работать с большими массивами информации;Crypto;Блокчейн;Python;SQL;;;;;;;;;;;;;;;;;;;;;;
621;Senior Python разработчик;;;;От 3 до 6 лет;Полный день;Полный день;Aiohtpp;Python;CI/CD;SQL;PostgreSQL;MongoDB;Spark;Docker;;;;;;;;;;;;;;;;;;;;;;
624;Data Scientist (RecSys);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;SQL;PyTorch;Математическая статистика;Keras;;;;;;;;;;;;;;;;;;;;;;;;;
631;Старший разработчик python;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Git;Python;Linux;RabbitMQ;FastAP;asyncio;;;;;;;;;;;;;;;;;;;;;;;;
632;Python разработчик middle\senior;;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;Git;Английский язык;Управление проектами;;;;;;;;;;;;;;;;;;;;;;;;;
633;Python-разработчик (команда WorkSpace);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Linux;Django Framework;Docker;PostgreSQL;;;;;;;;;;;;;;;;;;;;;;;;;
634;Ведущий программист Python;225000.0;;RUR;От 3 до 6 лет;Полный день;Полный день;Python;SQL;PostgreSQL;;;;;;;;;;;;;;;;;;;;;;;;;;;
635;ML-разработчик Python;250000.0;;RUR;От 3 до 6 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
637;Senior Python разработчик (Django);280000.0;;RUR;От 3 до 6 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
638;Data Engineer;200000.0;;RUR;От 3 до 6 лет;Полный день;Полный день;Python;Spark;Hadoop;SQL;Big Data;;;;;;;;;;;;;;;;;;;;;;;;;
640;Senior/Lead Python-разработчик;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Разработка нового продукта;Python;Django Framework;Django;;;;;;;;;;;;;;;;;;;;;;;;;;
643;Python Developer (Django);;;;От 3 до 6 лет;Полный день;Полный день;Git;Python;PostgreSQL;Docker;Django Framework;;;;;;;;;;;;;;;;;;;;;;;;;
647;Ведущий Python-разработчик;;;;От 3 до 6 лет;Полный день;Полный день;Python;Django Framework;SQL;Базы данных;Django;;;;;;;;;;;;;;;;;;;;;;;;;
648;Разработчик Python (Сбербанк Страхование);;;;От 3 до 6 лет;Полный день;Полный день;Python;SQL;PostgreSQL;Linux;Git;;;;;;;;;;;;;;;;;;;;;;;;;
649;С++ разработчик в команду модерации Директа;;;;От 3 до 6 лет;Гибкий график;Гибкий график;C++;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;
651;Senior Python Developer;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Django Framework;AWS;SQL;;;;;;;;;;;;;;;;;;;;;;;;;;
653;Python Developer middle+;;;;От 3 до 6 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
656;Middle Python developer;200000.0;250000.0;RUR;От 3 до 6 лет;Полный день;Полный день;Python;PostgreSQL;Linux;SQL;Django Framework;;;;;;;;;;;;;;;;;;;;;;;;;
658;Python-разработчик;;250000.0;RUR;От 3 до 6 лет;Полный день;Полный день;Python;Flask;FastAPI;Удаленная работа;;;;;;;;;;;;;;;;;;;;;;;;;;
659;Computer Vision/Machine Learning Engineer;46500.0;46500.0;RUR;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;PyTorch;Computer Vision;Нейронные сети;Deep Learning;Machine Learning;;;;;;;;;;;;;;;;;;;;;;;;
662;Middle+/Senior Backend Developer (Python);;;;От 3 до 6 лет;Полный день;Полный день;Python;Kafka;Docker;Kubernetes;Django Framework;PostgreSQL;;;;;;;;;;;;;;;;;;;;;;;;
663;Разработчик Python / Релиз-инженер;;;;От 3 до 6 лет;Полный день;Полный день;Python;Английский язык;Docker;Linux;;;;;;;;;;;;;;;;;;;;;;;;;;
665;Python Developer;150000.0;;RUR;От 3 до 6 лет;Удаленная работа;Удаленная работа;Git;Python;Redis;PostgreSQL;SQL;Kafka;ElascticSearch;ClickHouse;API;;;;;;;;;;;;;;;;;;;;;
666;Программист backend Python;;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;PostgreSQL;SQL;ООП;;;;;;;;;;;;;;;;;;;;;;;;;
667;Python Backend Developer / WEB - разработчик;220000.0;280000.0;RUR;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Linux;Bash;SQL;Git;ООП;FastAPI;Docker;Kubernetes;;;;;;;;;;;;;;;;;;;;;
668;Разработчик Python/Django (middle);;;;От 3 до 6 лет;Полный день;Полный день;PostgreSQL;Celery;Python;Django;Unit Testing;Swagger;REST API;Django Rest Framework;Redis;;;;;;;;;;;;;;;;;;;;;
669;Ведущий инженер-программист (python, С/C++);;;;От 3 до 6 лет;Полный день;Полный день;Linux;Python;Git;SQL;Bash;;;;;;;;;;;;;;;;;;;;;;;;;
670;Senior Python (Django) разработчик;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Django;Kafka;Rabbit MQ;CI/CD;;;;;;;;;;;;;;;;;;;;;;;;;
671;Разработчик Qlik Sense;;;;От 3 до 6 лет;Полный день;Полный день;SQL;Бизнес-анализ;MS SQL;Qlik Sense;Анализ данных;Power BI;Tableau;;;;;;;;;;;;;;;;;;;;;;;
673;Разработчик инфраструктуры метрик качества поиска;;;;От 3 до 6 лет;Полный день;Полный день;Python;MapReduce;Математическая статистика;;;;;;;;;;;;;;;;;;;;;;;;;;;
674;Разработчик Python (разработка ОС);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;OS;Linux;Astra;Импортозамещение;Ruby;GNU;CI/CD;Python;Git;Unix;;;;;;;;;;;;;;;;;;;;
675;Senior Data Analyst / Старший маркетинговый аналитик (GameDev);200000.0;300000.0;RUR;От 3 до 6 лет;Полный день;Полный день;Python;SQL;Git;Linux;ROI;дико плюсить;Google Analytics;analyst;gamedev;attribution;adjust;appsflyer;ML;clickhouse;tableau;;;;;;;;;;;;;;;
676;Старший разработчик Python (аналитическая платформа);;;;От 3 до 6 лет;Полный день;Полный день;Python;Аналитическое мышление;Аналитика;PostgreSQL;Clickhouse;;;;;;;;;;;;;;;;;;;;;;;;;
678;Инженер-картограф в команду беспилотных автомобилей;;;;От 3 до 6 лет;Полный день;Полный день;ArcGIS;QGIS;Картография;;;;;;;;;;;;;;;;;;;;;;;;;;;
680;Python разработчик middle\senior;;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;Git;Английский язык;Управление проектами;;;;;;;;;;;;;;;;;;;;;;;;;
682;Python Developer (Middle/Senior);2000.0;4000.0;USD;От 3 до 6 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
684;Middle Python developer;;;;От 3 до 6 лет;Полный день;Полный день;Python;Django;Django Framework;ООП;PostgreSQL;MongoDB;;;;;;;;;;;;;;;;;;;;;;;;
685;Программист-разработчик;200000.0;;RUR;От 3 до 6 лет;Полный день;Полный день;Разработка ПО;Оптимизация кода;Работа в условиях многозадачности;Умение работать в условиях многозадачности;Стремление к профессиональному развитию;Оптимистичность;Linux;Python;C/C++;ARM;Разработка электросхем;Опрятность;;;;;;;;;;;;;;;;;;
687;Senior Python developer (remote);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;PostgreSQL;Redis;Git;;;;;;;;;;;;;;;;;;;;;;;;;;
691;Python Developer;;;;От 3 до 6 лет;Гибкий график;Гибкий график;Python;Linux;Django Framework;Английский язык;Flask;;;;;;;;;;;;;;;;;;;;;;;;;
694;Python-разработчик;;;;От 3 до 6 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
695;Разработчик Python;;;;От 3 до 6 лет;Полный день;Полный день;Python3, SQLAlchemy, Flask/FastAPI, PyYAML, PostgreSQL, Cassandra, Kafka, Oracle, Elasticsearch, Doс;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
699;Middle python developer;;;;От 3 до 6 лет;Полный день;Полный день;Git;Python;Linux;PostgreSQL;ООП;Piramid Framework;SQLAlchemy;;;;;;;;;;;;;;;;;;;;;;;
700;Back-End Разработчик;200000.0;;RUR;От 3 до 6 лет;Гибкий график;Гибкий график;PHP;Go;Symfony;Yii2;Unit Testing;SOLID;Оптимизация кода;Ответственность и пунктуальность;SQL;REST;PHPUnit;API;Git;Scrum;ООП;PostgreSQL;Docker;Codeception;Python;;;;;;;;;;;
703;Middle/Senior продуктовый аналитик в направление монетизации;;;;От 3 до 6 лет;Полный день;Полный день;Python;SQL;Big Data;Tableau;Аналитическое мышление;Анализ данных;A/B тесты;Математическая статистика;Product Management;Аналитика;Hadoop;PostgreSQL;Analytics;;;;;;;;;;;;;;;;;
709;Аналитик данных (Data Scientist) / ML-разработчик;;;;От 3 до 6 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
711;Разработчик бэкенда в команду диагностики;;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;Мониторинг;Алгоритмы;;;;;;;;;;;;;;;;;;;;;;;;;;
717;Программист С++ Senior;400000.0;700000.0;RUR;От 3 до 6 лет;Полный день;Полный день;Linux;C++;Python;Структуры данных;Алгоритмы;;;;;;;;;;;;;;;;;;;;;;;;;
720;Системный администратор Linux / DevOps инженер;;;;От 3 до 6 лет;Полный день;Полный день;Linux;Bash;Zabbix;Nginx;Python;;;;;;;;;;;;;;;;;;;;;;;;;
723;Data Engineer;;300000.0;RUR;От 3 до 6 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
726;Разработчик ГИС (GIS);;;;От 3 до 6 лет;Полный день;Полный день;SQL;Geoserver;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;
728;Наставник курсов по Python разработке;40000.0;80000.0;RUR;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Наставничество;Django Framework;;;;;;;;;;;;;;;;;;;;;;;;;;;
731;Senior Python Developer (Fullstack);;;;От 3 до 6 лет;Полный день;Полный день;Python;Docker;Git;;;;;;;;;;;;;;;;;;;;;;;;;;;
732;Ведущий Python-разработчик;;;;От 3 до 6 лет;Полный день;Полный день;Python;Django Framework;SQL;Базы данных;Django;;;;;;;;;;;;;;;;;;;;;;;;;
735;Инженер по автоматизированному тестированию (Python);;;;От 3 до 6 лет;Полный день;Полный день;Git;Java;Jenkins;SQL;Python;;;;;;;;;;;;;;;;;;;;;;;;;
740;Разработчик инфраструктуры метрик качества поиска;;;;От 3 до 6 лет;Полный день;Полный день;Python;MapReduce;Математическая статистика;;;;;;;;;;;;;;;;;;;;;;;;;;;
741;Инженер технической поддержки (удаленно);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;SQL;HTML;Java;Python;Электронный документооборот;Техническая поддержка;Автоматизация документооборота;Разработка инструкций;Деловая переписка;Системное мышление;;;;;;;;;;;;;;;;;;;;
747;Middle/Senior Продуктовый аналитик в направление работодатели;;;;От 3 до 6 лет;Полный день;Полный день;SQL;Tableau;Python;Hadoop;Analytics / DS;Mathematics;Analytics;a/b-experiments;;;;;;;;;;;;;;;;;;;;;;
753;ML-Engineer (middle-senior);;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;PyTorch;SQL;;;;;;;;;;;;;;;;;;;;;;;;;;
756;Pyth?on Developer;;;;От 3 до 6 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
758;Разработчик бэкенда в команду диагностики;;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;Мониторинг;Алгоритмы;;;;;;;;;;;;;;;;;;;;;;;;;;
759;Senior Machine Learning Engineer;;;;От 3 до 6 лет;Гибкий график;Гибкий график;Python;SQL;Hadoop;Linux;Spark;Clickhouse;;;;;;;;;;;;;;;;;;;;;;;;
761;QA Automation engineer (Python);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Pytest;SQL;Функциональное тестирование;;;;;;;;;;;;;;;;;;;;;;;;;;
762;Python Developer (Middle/Senior);2000.0;4000.0;USD;От 3 до 6 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
770;Senior QA Backend Engineer (iFunny);3500.0;4500.0;EUR;От 3 до 6 лет;Полный день;Полный день;Linux;Python;Docker;Java;;;;;;;;;;;;;;;;;;;;;;;;;;
771;Разработчик Python (Сбербанк Страхование);;;;От 3 до 6 лет;Полный день;Полный день;Python;SQL;PostgreSQL;Linux;Git;;;;;;;;;;;;;;;;;;;;;;;;;
773;Python developer;;;;От 3 до 6 лет;Полный день;Полный день;PostgreSQL;Python;Git;Atlassian Jira;SQL;Django Framework;;;;;;;;;;;;;;;;;;;;;;;;
777;Python Developer (Middle, Middle+);;;;От 3 до 6 лет;Полный день;Полный день;Python Core;Flask;Git;Unit Testing;SOLID;Agile;REST API;Docker;;;;;;;;;;;;;;;;;;;;;;
780;Python Full Stack Web Developer;;;;От 3 до 6 лет;Полный день;Полный день;Linux;Администрирование серверов Linux;Python;FastApi;React(TypeScript);;;;;;;;;;;;;;;;;;;;;;;;;
781;Lead Python Developer / Ведущий разработчик Python;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Redis;PostgreSQL;Python;Git;Linux;;;;;;;;;;;;;;;;;;;;;;;;;
783;Middle-разработчик Python (Продукт Залоговая экспертиза);;;;От 3 до 6 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
786;Senior Data Scientist;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;SQL;Математическая статистика;Big Data;Hadoop;;;;;;;;;;;;;;;;;;;;;;;;;
787;Data Engineer;175000.0;250000.0;RUR;От 3 до 6 лет;Полный день;Полный день;Spark;Big Data;Airflow;SCALA;Hadoop;Git;Python;;;;;;;;;;;;;;;;;;;;;;;
788;Senior Python разработчик;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;PostgreSQL;Git;Docker;Elasticsearch;;;;;;;;;;;;;;;;;;;;;;;;;
789;Python Developer (Asgard);;;;От 3 до 6 лет;Полный день;Полный день;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
792;Программист-математик;100000.0;180000.0;RUR;От 3 до 6 лет;Полный день;Полный день;Git;Linux;C/C++;Python;Computer vision;Deep Learning;;;;;;;;;;;;;;;;;;;;;;;;
796;Разработчик Back-end;150000.0;180000.0;RUR;От 3 до 6 лет;Полный день;Полный день;Python;Django Framework;Redis;Flask;SQL;;;;;;;;;;;;;;;;;;;;;;;;;
797;Senior Python (Django) разработчик;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Django Framework;Scrum;Kafka;Django;PostgreSQL;;;;;;;;;;;;;;;;;;;;;;;;
799;Senior Python developer;;;;От 3 до 6 лет;Полный день;Полный день;PostgreSQL;SQL;Linux;Python;Git;REST API;Dockerfile;Docker compose;Flask;FastAPI;pandas;airflow;GoLang;Управление командой;руководство командой разработчиков;;;;;;;;;;;;;;;
800;Python developer;;;;От 3 до 6 лет;Полный день;Полный день;PostgreSQL;Python;Git;Atlassian Jira;SQL;Django Framework;;;;;;;;;;;;;;;;;;;;;;;;
801;Python developer;4000.0;;USD;От 3 до 6 лет;Полный день;Полный день;Python;Linux;Windows;pytest;;;;;;;;;;;;;;;;;;;;;;;;;;
802;Middle Backend Developer (Python, PostgreSQL, Django), отдел ИРО;;;;От 3 до 6 лет;Полный день;Полный день;Git;Python;PostgreSQL;SQL;Английский язык;;;;;;;;;;;;;;;;;;;;;;;;;
808;Разработчик инфраструктуры метрик качества поиска;;;;От 3 до 6 лет;Полный день;Полный день;Python;MapReduce;Математическая статистика;;;;;;;;;;;;;;;;;;;;;;;;;;;
810;Ведущий Python разработчик;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;JavaScript;Vue.js;Киберполигон;Python;;;;;;;;;;;;;;;;;;;;;;;;;;
811;Lead Data scientist (NLP/NLU);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Data Science;NLP;;;;;;;;;;;;;;;;;;;;;;;;;;;;
813;Senior Python developer;;;;От 3 до 6 лет;Полный день;Полный день;Python;SQL;MySQL;Git;Django Framework;Linux;;;;;;;;;;;;;;;;;;;;;;;;
814;Python разработчик ядра (PT Blackbox);;;;От 3 до 6 лет;Полный день;Полный день;PostgreSQL;Python;Linux;SaaS;Information Security;;;;;;;;;;;;;;;;;;;;;;;;;
821;Backend разработчик;1000.0;2500.0;USD;От 3 до 6 лет;Удаленная работа;Удаленная работа;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
826;Разработчик инфраструктуры метрик качества поиска;;;;От 3 до 6 лет;Полный день;Полный день;Python;MapReduce;Математическая статистика;;;;;;;;;;;;;;;;;;;;;;;;;;;
832;Senior/Lead Python-разработчик;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Разработка нового продукта;Python;Django Framework;Django;;;;;;;;;;;;;;;;;;;;;;;;;;
834;Python (Django) Backend developer;;400000.0;RUR;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Django Framework;Aiohttp;Kubernetes;Terraform;Docker;;;;;;;;;;;;;;;;;;;;;;;;
837;Senior Python developer (remote);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;PostgreSQL;Redis;Git;;;;;;;;;;;;;;;;;;;;;;;;;;
838;Senior Python Developer (Армения, Ереван);2500.0;3500.0;USD;От 3 до 6 лет;Полный день;Полный день;Python;Linux;Java;SQL;Git;C++;Rust;;;;;;;;;;;;;;;;;;;;;;;
840;Senior Python developer;;;;От 3 до 6 лет;Полный день;Полный день;Python;docker;Linux;PostgreSQL;;;;;;;;;;;;;;;;;;;;;;;;;;
843;Старший Python + Go разработчик;;;;От 3 до 6 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
847;Data Engineer;;;;От 3 до 6 лет;Полный день;Полный день;Python;SQL;Java;ООП;Pandas;DWH;ETL;;;;;;;;;;;;;;;;;;;;;;;
848;Разработчик бэкенда в команду видеоперевода;;;;От 3 до 6 лет;Полный день;Полный день;Python;DevOps;C++;CUDA;Алгоритмы и структуры данных;Архитектура;;;;;;;;;;;;;;;;;;;;;;;;
849;Senior/Middle Python разработчик;;;;От 3 до 6 лет;Полный день;Полный день;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
850;Инженер по автоматизации тестирования;;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;;;;;;;;;;;;;;;;;;;;;;;;;;;;
851;Python разработчик ядра (PT Blackbox);;;;От 3 до 6 лет;Полный день;Полный день;PostgreSQL;Python;Linux;SaaS;Information Security;;;;;;;;;;;;;;;;;;;;;;;;;
852;DevOps инженер (удаленно);150000.0;200000.0;RUR;От 3 до 6 лет;Удаленная работа;Удаленная работа;Linux;Python;Bash;PostgreSQL;Администрирование;Terraform;CI/CD;Gitlab;APM;OpenTelemetry;RabbitMQ;Redis;;;;;;;;;;;;;;;;;;
853;Инженер автоматизации тестирования бэкенда Почты;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Git;Linux;Python;C/C++;ООП;Unix;SSH;CI/CD;Docker;Kubernetes;;;;;;;;;;;;;;;;;;;;
855;Backend Team Lead (Python);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Управление командой;Flask;PostgreSQL;Формирование индивидуальных планов развития;Умение организовать работу;Умение мотивировать;FastAPI;;;;;;;;;;;;;;;;;;;;;;
856;Team Lead Python;;;;От 3 до 6 лет;Полный день;Полный день;SQLAlchemy;SQL;PostgreSQL;Python;Docker;;;;;;;;;;;;;;;;;;;;;;;;;
857;Middle OpenStack Python;;;;От 3 до 6 лет;Полный день;Полный день;Python3, Linux, PostgreSQL, OpenStack, KVM, Ansible, Kubernetes, Django, Celery.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859;Senior Python Developer;;4500.0;USD;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Django;;;;;;;;;;;;;;;;;;;;;;;;;;;;
864;Ведущий разработчик Python;;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;Git;Docker;ООП;Bash;;;;;;;;;;;;;;;;;;;;;;;;
867;Аналитик данных (Data Scientist) / ML-разработчик;;;;От 3 до 6 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
868;Data-инженер;;;;От 3 до 6 лет;Полный день;Полный день;Python;SQL;Java;DWH;ETL;Hadoop;Базы данных;Apache Kafka;Big Data;Pandas;;;;;;;;;;;;;;;;;;;;
869;Ведущий разработчик Python;;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;Git;Docker;ООП;Bash;;;;;;;;;;;;;;;;;;;;;;;;
870;Mobile application security specialist/Специалист по анализу защищённости/IOS Реверс инженер;;;;От 3 до 6 лет;Гибкий график;Гибкий график;Git;Python;Linux;Docker;iOS;Pl/Python;API;Аналитическое мышление;Умение расставлять приоритеты;;;;;;;;;;;;;;;;;;;;;
875;Python-разработчик в команду Облачных баз данных;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Flask;OpenStack;Linux;Git;CI/CD;;;;;;;;;;;;;;;;;;;;;;;;
876;Senior Python developer;;;;От 3 до 6 лет;Полный день;Полный день;Python;PostgreSQL;SQL;Linux;Git;RabbitMQ;Redis;;;;;;;;;;;;;;;;;;;;;;;
879;Senior Python Developer в команду PIM-системы;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Git;PostgreSQL;Linux;Django Framework;;;;;;;;;;;;;;;;;;;;;;;;;
880;Инженер по автоматизированному тестированию (Python) (CERT);;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;SQL;Английский язык;Java;;;;;;;;;;;;;;;;;;;;;;;;;
885;Go/Python разработчик в команду Monetization Efficiency;;;;От 3 до 6 лет;Полный день;Полный день;Python;Git;Golang;SQL;Английский язык;;;;;;;;;;;;;;;;;;;;;;;;;
886;Senior Python Developer (Fullstack);;;;От 3 до 6 лет;Полный день;Полный день;Python;Docker;Git;;;;;;;;;;;;;;;;;;;;;;;;;;;
